"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000108582",4156.53542692361,-0.288013294946349,0.0443367297939753,-6.49604281336702,8.2460199531402e-11,3.18197667105195e-10,"CPD","1362","carboxypeptidase D"
"ENSG00000105655",219.942971106415,0.798444188628017,0.122921791268973,6.49554631758409,8.27326280816627e-11,3.19156191164869e-10,"ISYNA1","51477","inositol-3-phosphate synthase 1"
"ENSG00000169925",646.821378731303,0.522610689386291,0.0804714114574538,6.49436464355545,8.33845605064682e-11,3.21577738863795e-10,"BRD3","8019","bromodomain containing 3"
"ENSG00000182774",4053.5180198267,-0.318945438029691,0.0491344209498483,-6.49128313438841,8.51083571476929e-11,3.28130391766519e-10,"RPS17","6218","ribosomal protein S17"
"ENSG00000105401",3779.67991548688,-0.295937526238428,0.0455951912404469,-6.49054249334753,8.55278376005257e-11,3.29651984622804e-10,"CDC37","11140","cell division cycle 37, HSP90 cochaperone"
"ENSG00000000460",64.4761216183822,-1.45356497615104,0.224075110139076,-6.48695419696037,8.75889514467398e-11,3.37498245754453e-10,"FIRRM","55732","FIGNL1 interacting regulator of recombination and mitosis"
"ENSG00000196387",177.772076722076,0.906184907941853,0.139758017226223,6.48395652662298,8.93479764254263e-11,3.44176282738548e-10,"ZNF140","7699","zinc finger protein 140"
"ENSG00000172572",26.8702391542954,2.7217663025517,0.41980673448126,6.48337932433336,8.96906207531334e-11,3.45396006043235e-10,"PDE3A","5139","phosphodiesterase 3A"
"ENSG00000055118",33.8253112795313,-2.25796053674422,0.348334768676357,-6.48215664868679,9.04206857343388e-11,3.48106535629997e-10,"KCNH2","3757","potassium voltage-gated channel subfamily H member 2"
"ENSG00000153982",48.3544343396646,1.8234392112077,0.281365533606639,6.48067724512751,9.13118151719707e-11,3.514353894854e-10,"GDPD1","284161","glycerophosphodiester phosphodiesterase domain containing 1"
"ENSG00000198380",3516.30648086855,-0.295786838087264,0.04565553817617,-6.47866282828423,9.25390324951721e-11,3.56055454693185e-10,"GFPT1","2673","glutamine--fructose-6-phosphate transaminase 1"
"ENSG00000145777",166.367703839446,0.979558462706578,0.151212109565656,6.47804243668231,9.29202231363601e-11,3.57418593598939e-10,"TSLP","85480","thymic stromal lymphopoietin"
"ENSG00000177119",2631.3822575117,0.327671296051957,0.0505854683561641,6.47757758700337,9.32068489731343e-11,3.58417304013077e-10,"ANO6","196527","anoctamin 6"
"ENSG00000115233",1367.58455124443,-0.373176540312409,0.0576294304724426,-6.47545077668008,9.45293009663369e-11,3.63397445856697e-10,"PSMD14","10213","proteasome 26S subunit, non-ATPase 14"
"ENSG00000153558",157.438679768462,-0.915838481291763,0.141479096673658,-6.47331303934093,9.5877028252004e-11,3.68471842952291e-10,"FBXL2","25827","F-box and leucine rich repeat protein 2"
"ENSG00000184677",538.143335998328,0.559462629425716,0.0864289148915287,6.47309560842989,9.60151545687374e-11,3.68895945323104e-10,"ZBTB40","9923","zinc finger and BTB domain containing 40"
"ENSG00000141376",307.890267730441,0.684427838689484,0.105794164356837,6.46942903562198,9.83739161970594e-11,3.77849148331215e-10,"BCAS3","54828","BCAS3 microtubule associated cell migration factor"
"ENSG00000139436",586.946629712995,-0.516016161716357,0.0797705765246569,-6.46875306908253,9.88149181558681e-11,3.79433287928951e-10,"GIT2","9815","GIT ArfGAP 2"
"ENSG00000116791",574.089929413004,-0.517256747613586,0.0799755886868928,-6.46768290307514,9.9517051642491e-11,3.82018924831088e-10,"CRYZ","1429","crystallin zeta"
"ENSG00000185480",101.122191460893,-1.1647786865389,0.180110540362999,-6.46702122036492,9.99536178471146e-11,3.83583921480894e-10,"PARPBP","55010","PARP1 binding protein"
"ENSG00000214046",300.890201244979,-0.672447446822874,0.103983744789813,-6.46685160437453,1.00065828535931e-10,3.83903620628027e-10,"SMIM7","79086","small integral membrane protein 7"
"ENSG00000167785",237.143615245541,0.777237845052081,0.120192271086934,6.46662084028608,1.00218689964722e-10,3.84379047101196e-10,"ZNF558","148156","zinc finger protein 558"
"ENSG00000170921",1281.41411967051,-0.410961587498431,0.0635533483852963,-6.46640339084811,1.00362940475854e-10,3.84821182274913e-10,"TANC2","26115","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"ENSG00000162408",364.085764021207,-0.648044365960676,0.100219103577783,-6.46627581794034,1.00447663601897e-10,3.85034882528252e-10,"NOL9","79707","nucleolar protein 9"
"ENSG00000100241",2424.15708603248,-0.327724201384548,0.0506939557171304,-6.4647588997243,1.0146044643764e-10,3.88804861392019e-10,"SBF1","6305","SET binding factor 1"
"ENSG00000176371",109.006204195182,1.16902433978188,0.180839934044626,6.46441476523322,1.01691596188284e-10,3.89578246487681e-10,"ZSCAN2","54993","zinc finger and SCAN domain containing 2"
"ENSG00000198846",66.1345806505417,-1.47865274312007,0.228754185942601,-6.46393742272804,1.02013072177723e-10,3.90697123605683e-10,"TOX","9760","thymocyte selection associated high mobility group box"
"ENSG00000142330",333.650788666277,0.696801327746684,0.107801526134202,6.46374270137176,1.02144496339581e-10,3.91087691087436e-10,"CAPN10","11132","calpain 10"
"ENSG00000102221",198.609556718796,0.826839430988853,0.12792756887537,6.4633404531777,1.02416511879005e-10,3.9201617025272e-10,"JADE3","9767","jade family PHD finger 3"
"ENSG00000157538",659.628366214781,-0.482832910799961,0.0747073441398644,-6.46299124080785,1.02653236742997e-10,3.92809072434596e-10,"VPS26C","10311","VPS26 endosomal protein sorting factor C"
"ENSG00000109606",2439.58917643142,-0.323873827031963,0.0501260328092693,-6.46119010184409,1.03882716716109e-10,3.973992636588e-10,"DHX15","1665","DEAH-box helicase 15"
"ENSG00000135749",522.751651137443,0.532816045485585,0.0825338218051847,6.45572970973354,1.07698681351075e-10,4.11878458308373e-10,"PCNX2","80003","pecanex 2"
"ENSG00000149929",90.6230031888227,-1.21189025917933,0.187740325392594,-6.45514093280214,1.08118238549594e-10,4.13363973637223e-10,"HIRIP3","8479","HIRA interacting protein 3"
"ENSG00000107165",76.9509695781145,1.32974961971506,0.206054801360026,6.45337847474699,1.09383723035325e-10,4.18081901972715e-10,"TYRP1","7306","tyrosinase related protein 1"
"ENSG00000166685",591.034893066538,-0.543256761453204,0.0841913755748335,-6.45264147003193,1.09917191971218e-10,4.20000041358378e-10,"COG1","9382","component of oligomeric golgi complex 1"
"ENSG00000114115",200.45781729327,0.82196792273068,0.127416609453363,6.45102648906644,1.11095077869484e-10,4.24378724263012e-10,"RBP1","5947","retinol binding protein 1"
"ENSG00000165704",223.702407980595,-0.768457742827896,0.119136127347793,-6.4502494745741,1.11666180722621e-10,4.2643766887805e-10,"HPRT1","3251","hypoxanthine phosphoribosyltransferase 1"
"ENSG00000138796",215.427993641745,-0.839556833253332,0.130214945703569,-6.44746905754243,1.13733381827849e-10,4.34207179487637e-10,"HADH","3033","hydroxyacyl-CoA dehydrogenase"
"ENSG00000163814",663.746544392192,0.54816696334442,0.0850612009500034,6.44438307033329,1.16071580355553e-10,4.43006531690359e-10,"CDCP1","64866","CUB domain containing protein 1"
"ENSG00000140694",462.438998966595,-0.566507515667802,0.0879548677122211,-6.44088872399142,1.18775933561195e-10,4.53197917138693e-10,"PARN","5073","poly(A)-specific ribonuclease"
"ENSG00000112414",404.422711086758,-0.623251270883058,0.0968254908390289,-6.43685113788068,1.21977454494058e-10,4.65279882421047e-10,"ADGRG6","57211","adhesion G protein-coupled receptor G6"
"ENSG00000070018",1427.66284038486,0.446358915134738,0.0693498153288361,6.43633891479361,1.22389592148727e-10,4.66717933654721e-10,"LRP6","4040","LDL receptor related protein 6"
"ENSG00000172031",107.25347176031,1.1554526128714,0.179604306666285,6.43332353393005,1.24843518894169e-10,4.75939040744073e-10,"EPHX4","253152","epoxide hydrolase 4"
"ENSG00000186318",1842.69826485475,-0.368058112377168,0.0572309775614316,-6.43109952092109,1.26684177533825e-10,4.82817574176258e-10,"BACE1","23621","beta-secretase 1"
"ENSG00000118762",1603.35142568376,0.374116931056118,0.0581770188869619,6.43066520446895,1.27046713701014e-10,4.84060370446605e-10,"PKD2","5311","polycystin 2, transient receptor potential cation channel"
"ENSG00000160949",220.351225167638,-0.776093910729263,0.120740878750079,-6.42776430620235,1.29494313518462e-10,4.93244471509095e-10,"TONSL","4796","tonsoku like, DNA repair protein"
"ENSG00000123933",2220.43950471667,0.319362278002752,0.0496943648625752,6.42652902166909,1.30550506865261e-10,4.96991528364149e-10,"MXD4","10608","MAX dimerization protein 4"
"ENSG00000006016",356.527487903638,1.29261653845582,0.201137673499792,6.42652624923178,1.30552886798864e-10,4.96991528364149e-10,"CRLF1","9244","cytokine receptor like factor 1"
"ENSG00000143314",422.16239765822,-0.584282333765304,0.0909223022640152,-6.42617178861901,1.30857514711142e-10,4.98008455700109e-10,"MRPL24","79590","mitochondrial ribosomal protein L24"
"ENSG00000171421",583.788714097024,0.510750297371714,0.0794804176880679,6.42611491268486,1.30906459240843e-10,4.98052017083035e-10,"MRPL36","64979","mitochondrial ribosomal protein L36"
"ENSG00000073578",1889.48591279989,0.351045504829025,0.0546506763833102,6.42344300309943,1.33226042532372e-10,5.06732043790082e-10,"SDHA","6389","succinate dehydrogenase complex flavoprotein subunit A"
"ENSG00000197121",207.196359128091,-0.797287998841766,0.12419983742405,-6.41939647730472,1.36815657263135e-10,5.20236346913529e-10,"PGAP1","80055","post-GPI attachment to proteins inositol deacylase 1"
"ENSG00000138744",252.056442751714,-0.750610199070974,0.116948867128584,-6.41827678626152,1.37825502940555e-10,5.23926253593718e-10,"NAAA","27163","N-acylethanolamine acid amidase"
"ENSG00000173757",525.771832312064,-0.52376674514313,0.0816136706549134,-6.41763494939187,1.38407654361746e-10,5.25988688192478e-10,"STAT5B","6777","signal transducer and activator of transcription 5B"
"ENSG00000133731",412.326644709699,0.609802194910021,0.0950444482159689,6.41596859528682,1.39930292897789e-10,5.31623040694632e-10,"IMPA1","3612","inositol monophosphatase 1"
"ENSG00000130150",281.398321796442,-0.693934680232644,0.10820251257141,-6.41329543779928,1.42407160844481e-10,5.408784416175e-10,"MOSPD2","158747","motile sperm domain containing 2"
"ENSG00000114353",8904.81135936504,-0.243811510446432,0.038035175425636,-6.41015869436746,1.4536824088747e-10,5.5196711705757e-10,"GNAI2","2771","G protein subunit alpha i2"
"ENSG00000154642",363.25394462544,0.62945518640235,0.098212043641526,6.40914457192095,1.46338378670345e-10,5.55491953558023e-10,"C21orf91","54149","chromosome 21 open reading frame 91"
"ENSG00000113318",303.967001519783,-0.7075502079512,0.110416243634339,-6.40802643399433,1.47415354799261e-10,5.59420212126796e-10,"MSH3","4437","mutS homolog 3"
"ENSG00000141425",1072.2278121676,0.395738776566053,0.0617722020628043,6.40642171317937,1.48974547849004e-10,5.65175648252064e-10,"RPRD1A","55197","regulation of nuclear pre-mRNA domain containing 1A"
"ENSG00000137449",665.407381041765,-0.559424287512582,0.0873526277122633,-6.40420674413262,1.51153177136727e-10,5.73277126993148e-10,"CPEB2","132864","cytoplasmic polyadenylation element binding protein 2"
"ENSG00000158483",63.0272436773558,-1.46532053262614,0.228808329284729,-6.40413981958978,1.51219485931399e-10,5.7336489070535e-10,"FAM86C1P","55199","family with sequence similarity 86 member C1, pseudogene"
"ENSG00000180357",1232.69902653859,-0.39453478701792,0.061622272717676,-6.40247056166675,1.52882613016792e-10,5.79505384157829e-10,"ZNF609","23060","zinc finger protein 609"
"ENSG00000179388",101.739766366977,1.18793881982606,0.185555971597863,6.40205114174692,1.53303294251257e-10,5.80934195219744e-10,"EGR3","1960","early growth response 3"
"ENSG00000163344",237.366719977439,-0.764620340778063,0.119453473680235,-6.40098874667201,1.54373952270097e-10,5.8482453909054e-10,"PMVK","10654","phosphomevalonate kinase"
"ENSG00000175592",2812.37450422193,-0.321664850061886,0.0502916074994401,-6.39599460139482,1.59505639099917e-10,6.04092928008297e-10,"FOSL1","8061","FOS like 1, AP-1 transcription factor subunit"
"ENSG00000172201",102.662474606563,1.12067973392517,0.175298910862134,6.39296461349121,1.62699925281771e-10,6.16014939450537e-10,"ID4","3400","inhibitor of DNA binding 4"
"ENSG00000175215",3139.05993271939,0.29829114582972,0.0466693276466048,6.39158867015348,1.64171034748827e-10,6.21265464861487e-10,"CTDSP2","10106","CTD small phosphatase 2"
"ENSG00000120533",792.117488762843,0.439624314249651,0.0687817889602593,6.39158011001512,1.64180227500664e-10,6.21265464861487e-10,"ENY2","56943","ENY2 transcription and export complex 2 subunit"
"ENSG00000160211",4254.19892895184,0.302179779267181,0.0472835712822734,6.3907985601009,1.65021658453478e-10,6.24271622779576e-10,"G6PD","2539","glucose-6-phosphate dehydrogenase"
"ENSG00000161202",1859.71800939116,0.338622349891247,0.052991870363532,6.39008111184315,1.65797784952049e-10,6.27029094457036e-10,"DVL3","1857","dishevelled segment polarity protein 3"
"ENSG00000101004",198.59714698148,0.836658162299174,0.130937575500246,6.3897483904275,1.66158928296235e-10,6.28216022098092e-10,"NINL","22981","ninein like"
"ENSG00000171310",205.112192346949,0.820113405019357,0.128360398885747,6.3891465914603,1.66814087924694e-10,6.30513578775122e-10,"CHST11","50515","carbohydrate sulfotransferase 11"
"ENSG00000100360",381.943346823057,0.602277406263698,0.0942903426543964,6.38747711917044,1.68644832049058e-10,6.37240938838613e-10,"IFT27","11020","intraflagellar transport 27"
"ENSG00000222047",45.8127620692539,1.79154018529758,0.28047875774528,6.3874362525685,1.68689891654612e-10,6.37240938838613e-10,"C10orf55","414236","chromosome 10 putative open reading frame 55"
"ENSG00000070413",1676.5115652638,0.356563019535534,0.0558294788007471,6.38664424592053,1.69565486726468e-10,6.40366447171153e-10,"DGCR2","9993","DiGeorge syndrome critical region gene 2"
"ENSG00000254122",263.068335198328,0.749832800227388,0.117439822560381,6.38482572503775,1.7159277238006e-10,6.47838318007948e-10,"PCDHGB7","56099","protocadherin gamma subfamily B, 7"
"ENSG00000198732",180.408751177844,0.870342998176806,0.136338413991514,6.38369607432122,1.72864010680653e-10,6.52452341534648e-10,"SMOC1","64093","SPARC related modular calcium binding 1"
"ENSG00000148840",1063.2367654166,-0.403272811667389,0.0631901618866148,-6.3818923646849,1.74912892725237e-10,6.59998023061534e-10,"PPRC1","23082","PPARG related coactivator 1"
"ENSG00000049618",1276.2692488424,0.403056776764655,0.0631602725613198,6.38149204269731,1.75370836425107e-10,6.61427255596681e-10,"ARID1B","57492","AT-rich interaction domain 1B"
"ENSG00000113719",5104.50243779479,-0.274428399961721,0.0430039190060363,-6.38147420757629,1.75391265939731e-10,6.61427255596681e-10,"ERGIC1","57222","endoplasmic reticulum-golgi intermediate compartment 1"
"ENSG00000170540",1838.03215190447,0.334574291311998,0.0524602771401542,6.37766915371304,1.79803411823894e-10,6.77873663311088e-10,"ARL6IP1","23204","ADP ribosylation factor like GTPase 6 interacting protein 1"
"ENSG00000167671",1457.31756308533,-0.358906684496422,0.0562880938503258,-6.37624513366507,1.81482365052589e-10,6.84009299837821e-10,"UBXN6","80700","UBX domain protein 6"
"ENSG00000117036",464.693469557783,0.5536899377973,0.0868442819775572,6.37566371888926,1.82172261853019e-10,6.86414746647319e-10,"ETV3","2117","ETS variant transcription factor 3"
"ENSG00000108821",394000.325905154,0.296800979930546,0.0465668823910241,6.37364935531427,1.84582345618567e-10,6.95298557715771e-10,"COL1A1","1277","collagen type I alpha 1 chain"
"ENSG00000140691",254.985296907574,0.718740127829704,0.112827035361882,6.37028284510372,1.88679914557462e-10,7.10532074043722e-10,"ARMC5","79798","armadillo repeat containing 5"
"ENSG00000134758",159.927277009152,-0.896779147587069,0.140821092050582,-6.36821611399627,1.91239333465804e-10,7.19826498402584e-10,"RNF138","51444","ring finger protein 138"
"ENSG00000004660",126.343360973938,-1.00590336086374,0.157957190416887,-6.36820241110214,1.91256415665014e-10,7.19826498402584e-10,"CAMKK1","84254","calcium/calmodulin dependent protein kinase kinase 1"
"ENSG00000154553",81.9896469338066,-1.24545981529861,0.195614331653069,-6.36691496361057,1.92868030962626e-10,7.25686455310366e-10,"PDLIM3","27295","PDZ and LIM domain 3"
"ENSG00000110888",300.167907956712,-0.714988766965569,0.112327472252077,-6.36521727615347,1.95013476660437e-10,7.33551117814763e-10,"CAPRIN2","65981","caprin family member 2"
"ENSG00000148498",717.135885153338,0.463437349147123,0.0728157906870767,6.36451715725685,1.95905023629243e-10,7.36696071303401e-10,"PARD3","56288","par-3 family cell polarity regulator"
"ENSG00000066455",956.045055329416,-0.414349237552253,0.0651156764953812,-6.36327931848553,1.97491068711087e-10,7.42450148491554e-10,"GOLGA5","9950","golgin A5"
"ENSG00000117475",456.424610548932,-0.56862672675288,0.0893697039565171,-6.36263410953611,1.98322742525494e-10,7.45365779916133e-10,"BLZF1","8548","basic leucine zipper nuclear factor 1"
"ENSG00000158850",653.462671732825,0.492448318447997,0.0774184114869339,6.36086828688171,2.0061642165139e-10,7.53684348595624e-10,"B4GALT3","8703","beta-1,4-galactosyltransferase 3"
